HCP_ID,Province,Specialty,Market_Intensity,Patient_Volume,Category_TRx,Target_TRx,Target_Share,Competitor_Share,Category_Growth,New_Patient_Share,Field_Engagement,Digital_Engagement,Field_Engagement_Level,Digital_Engagement_Level,Business_Segment,KMeans_Cluster,Opportunity_Score,Priority_Tier,Recommended_Engagement_Strategy
HCP_0522,Quebec,Orthopedic Surgery,2.008531050434043,686,460,26,0.0565217391304347,0.9434782608695652,-0.0098360674946141,0.3208776450882853,61,80,Medium,High,Core / Maintenance,3,0.5373614314206907,High Priority,Digital-led opportunity development
HCP_0523,Quebec,Orthopedic Surgery,2.008531050434043,450,307,109,0.3550488599348534,0.6449511400651466,-0.0641421244465547,0.3348401960574951,25,30,Low,Low,Core / Maintenance,4,-0.22916836506219143,Low Priority,Maintain efficiently
HCP_0524,Quebec,Orthopedic Surgery,2.008531050434043,692,446,204,0.4573991031390134,0.5426008968609866,0.0089813815704637,0.22272821393121,67,52,High,Medium,Core / Maintenance,4,-0.3568884383180406,Low Priority,Maintain efficiently
HCP_0525,Quebec,Orthopedic Surgery,2.008531050434043,434,228,72,0.3157894736842105,0.6842105263157895,-0.0708312833134172,0.1218788646414948,23,33,Low,Medium,Core / Maintenance,2,-0.49048589825699596,Low Priority,Maintain efficiently
HCP_0526,Quebec,Orthopedic Surgery,2.008531050434043,301,153,15,0.0980392156862745,0.9019607843137256,0.0557390383741619,0.3080296870374394,77,37,High,Medium,Core / Maintenance,3,0.08320034756921066,Medium Priority,Maintain efficiently
HCP_0527,Quebec,Orthopedic Surgery,2.008531050434043,321,205,120,0.5853658536585366,0.4146341463414634,-0.0177035415832583,0.294899577004018,40,56,Medium,Medium,Core / Maintenance,4,-0.8456285295048774,Low Priority,Maintain efficiently
HCP_0528,Quebec,Orthopedic Surgery,2.008531050434043,577,431,144,0.334106728538283,0.665893271461717,-0.12928453519477,0.1361947569361106,64,100,Medium,High,Core / Maintenance,2,-0.36586839447407676,Low Priority,Maintain efficiently
HCP_0529,Quebec,Orthopedic Surgery,2.008531050434043,621,484,188,0.3884297520661157,0.6115702479338843,0.2006174946049884,0.3661927145519775,16,3,Low,Low,Core / Maintenance,4,0.10984322319043577,Medium Priority,Maintain efficiently
HCP_0530,Quebec,Orthopedic Surgery,2.008531050434043,413,183,33,0.180327868852459,0.819672131147541,-0.0097207028114847,0.0865300103289901,23,1,Low,Low,Core / Maintenance,2,-0.3093908660604133,Low Priority,Maintain efficiently
HCP_0531,Quebec,Orthopedic Surgery,2.008531050434043,709,328,104,0.3170731707317073,0.6829268292682926,-0.1021764165970375,0.393940883856964,26,11,Low,Low,Core / Maintenance,3,0.17992404769294587,Medium Priority,Maintain efficiently
HCP_0532,Quebec,Orthopedic Surgery,2.008531050434043,317,247,71,0.2874493927125506,0.7125506072874495,0.029808903861495,0.3510867338421126,6,34,Low,Medium,Core / Maintenance,3,-0.2057619382161433,Low Priority,Maintain efficiently
HCP_0533,Quebec,Orthopedic Surgery,2.008531050434043,554,385,35,0.0909090909090909,0.9090909090909092,0.058204587916119,0.2907645259176763,72,69,High,High,Core / Maintenance,3,0.31699372108839685,Medium Priority,Maintain efficiently
HCP_0534,Quebec,Orthopedic Surgery,2.008531050434043,371,279,30,0.1075268817204301,0.8924731182795699,-0.159576007069484,0.3785624608979415,98,71,High,High,Core / Maintenance,3,0.22523890237812513,Medium Priority,Maintain efficiently
HCP_0535,Quebec,Orthopedic Surgery,2.008531050434043,451,217,111,0.511520737327189,0.488479262672811,0.0897977200550915,0.3028089089132977,11,20,Low,Low,Core / Maintenance,4,-0.5151750995021678,Low Priority,Maintain efficiently
HCP_0536,Quebec,Ophthalmology,3.1815644880008933,725,460,84,0.1826086956521739,0.817391304347826,-0.0756589082428317,0.116659948960516,84,60,High,Medium,Core / Maintenance,2,0.03160076833886297,Medium Priority,Maintain efficiently
HCP_0537,Quebec,Ophthalmology,3.1815644880008933,528,359,56,0.1559888579387186,0.8440111420612814,0.2553234571028945,0.2047546483394841,2,34,Low,Medium,Core / Maintenance,0,0.2813107801153461,Medium Priority,Maintain efficiently
HCP_0538,Quebec,Ophthalmology,3.1815644880008933,624,419,137,0.3269689737470167,0.6730310262529833,0.1128752614492081,0.0750260585160723,78,47,High,Medium,Core / Maintenance,0,-0.31600154806830294,Low Priority,Maintain efficiently
HCP_0539,Quebec,Ophthalmology,3.1815644880008933,1015,572,270,0.472027972027972,0.5279720279720279,0.002012001186882,0.1863800978008404,84,14,High,Low,High-Value Established,4,-0.12828376030580818,Low Priority,Retain and deepen
HCP_0540,Quebec,Ophthalmology,3.1815644880008933,583,237,20,0.0843881856540084,0.9156118143459916,-0.039420132438082,0.309561056908023,9,70,Low,High,Core / Maintenance,3,0.368997526193314,Medium Priority,Maintain efficiently
HCP_0541,Quebec,Ophthalmology,3.1815644880008933,956,605,222,0.3669421487603306,0.6330578512396694,0.0374038750923651,0.185255172825786,32,14,Low,Low,Core / Maintenance,2,0.010600507589059935,Low Priority,Maintain efficiently
HCP_0542,Quebec,Ophthalmology,3.1815644880008933,480,241,28,0.1161825726141078,0.8838174273858921,0.1235348889899947,0.1656029614138469,45,5,Medium,Low,Core / Maintenance,0,0.09025750931342578,Medium Priority,Maintain efficiently
HCP_0543,Quebec,Ophthalmology,3.1815644880008933,859,498,35,0.0702811244979919,0.929718875502008,0.046940704569776,0.2583745028786092,58,80,Medium,High,Core / Maintenance,3,0.586678926378347,High Priority,Digital-led opportunity development
HCP_0544,Quebec,Ophthalmology,3.1815644880008933,1182,926,73,0.0788336933045356,0.9211663066954644,0.0239409431435772,0.3552715851496132,51,67,Medium,High,High-Potential Conversion,3,1.0240948291000107,High Priority,Build field relationship
HCP_0545,Quebec,Ophthalmology,3.1815644880008933,300,168,85,0.5059523809523809,0.494047619047619,0.0570044348981474,0.0666541173911393,5,21,Low,Low,Core / Maintenance,0,-1.0444233725334562,Low Priority,Maintain efficiently
HCP_0546,Quebec,Ophthalmology,3.1815644880008933,540,397,46,0.1158690176322418,0.8841309823677582,-0.0224630717484345,0.1849146521449074,1,31,Low,Low,Core / Maintenance,2,0.08144627545921262,Medium Priority,Maintain efficiently
HCP_0547,Quebec,Ophthalmology,3.1815644880008933,873,415,31,0.0746987951807229,0.9253012048192772,0.0088152887788354,0.1053842596353419,28,21,Low,Low,Core / Maintenance,2,0.359623789491604,Medium Priority,Maintain efficiently
HCP_0548,Quebec,Ophthalmology,3.1815644880008933,665,445,129,0.2898876404494382,0.7101123595505618,-0.2002950926686004,0.2933739877561544,39,26,Medium,Low,Core / Maintenance,2,0.03770748361102767,Medium Priority,Maintain efficiently
HCP_0549,Quebec,Ophthalmology,3.1815644880008933,812,642,330,0.514018691588785,0.485981308411215,0.1668471477022841,0.0870035961508972,96,14,High,Low,Core / Maintenance,0,-0.40255453034172306,Low Priority,Maintain efficiently
HCP_0550,Quebec,Ophthalmology,3.1815644880008933,578,255,50,0.196078431372549,0.803921568627451,0.0858557336386114,0.2826827155030856,60,43,Medium,Medium,Core / Maintenance,3,0.16422677431295374,Medium Priority,Maintain efficiently
HCP_0551,Quebec,Ophthalmology,3.1815644880008933,735,296,83,0.2804054054054054,0.7195945945945945,-0.0428147012840116,0.1501633047792676,67,85,High,High,Core / Maintenance,2,-0.0921219678626142,Low Priority,Maintain efficiently
HCP_0552,Quebec,Ophthalmology,3.1815644880008933,676,388,28,0.0721649484536082,0.9278350515463918,0.2778481977626286,0.1196208848080286,67,91,High,High,Core / Maintenance,0,0.48074642112581234,Medium Priority,Maintain efficiently
HCP_0553,Quebec,Ophthalmology,3.1815644880008933,1074,469,139,0.2963752665245202,0.7036247334754797,0.0604419776470863,0.3777233952387449,28,8,Low,Low,Core / Maintenance,3,0.5645393788191176,High Priority,Maintain efficiently
HCP_0554,Quebec,Ophthalmology,3.1815644880008933,780,545,200,0.3669724770642202,0.6330275229357798,-0.0743372286370236,0.0564836018610845,100,33,High,Medium,Core / Maintenance,2,-0.351995951853708,Low Priority,Maintain efficiently
HCP_0555,Quebec,Ophthalmology,3.1815644880008933,803,615,224,0.3642276422764228,0.6357723577235772,0.152808490576455,0.2032220451613491,61,99,Medium,High,Core / Maintenance,0,0.027345618506702814,Medium Priority,Maintain efficiently
HCP_0556,Quebec,Ophthalmology,3.1815644880008933,618,354,82,0.231638418079096,0.768361581920904,0.0977657859811114,0.0575694473616278,59,72,Medium,High,Core / Maintenance,0,-0.18742059726036175,Low Priority,Maintain efficiently
HCP_0557,Quebec,Ophthalmology,3.1815644880008933,602,303,68,0.2244224422442244,0.7755775577557755,0.0973495982581063,0.2192575668365151,83,14,High,Low,Core / Maintenance,3,0.05291962563978848,Medium Priority,Maintain efficiently
HCP_0558,Quebec,Ophthalmology,3.1815644880008933,613,352,38,0.1079545454545454,0.8920454545454546,-0.0010906725581908,0.2253665822280464,40,61,Medium,Medium,Core / Maintenance,3,0.22722741179125844,Medium Priority,Maintain efficiently
HCP_0559,Quebec,Ophthalmology,3.1815644880008933,819,565,142,0.2513274336283186,0.7486725663716813,0.1040594868533641,0.1625818649881614,86,44,High,Medium,Core / Maintenance,0,0.1342136418032357,Medium Priority,Maintain efficiently
HCP_0560,Quebec,Ophthalmology,3.1815644880008933,616,249,26,0.1044176706827309,0.8955823293172691,0.0185890051734686,0.0962566221337583,81,83,High,High,Core / Maintenance,2,0.04296533989714196,Medium Priority,Maintain efficiently
HCP_0561,Quebec,Ophthalmology,3.1815644880008933,790,502,237,0.4721115537848606,0.5278884462151394,0.116712974197501,0.1817356382070664,88,71,High,High,Core / Maintenance,0,-0.2640336640556178,Low Priority,Maintain efficiently
HCP_0562,Quebec,Ophthalmology,3.1815644880008933,1475,952,554,0.5819327731092437,0.4180672268907562,-0.1785933344812766,0.2852920289763981,64,57,Medium,Medium,High-Value Established,1,0.25619938141717036,Medium Priority,Retain and deepen
HCP_0563,Quebec,Obstetrics/Gynecology,3.487286910114414,1013,664,387,0.5828313253012049,0.4171686746987951,-0.0020648155575026,0.3238385330255607,63,91,Medium,High,High-Value Established,4,-0.13193684378875972,Low Priority,Retain and deepen
HCP_0564,Quebec,Obstetrics/Gynecology,3.487286910114414,666,331,174,0.525679758308157,0.4743202416918429,0.2566586117369833,0.2357627108358498,78,18,High,Low,Core / Maintenance,0,-0.2319485130291845,Low Priority,Maintain efficiently
HCP_0565,Quebec,Obstetrics/Gynecology,3.487286910114414,1137,780,297,0.3807692307692307,0.6192307692307693,-0.042048094648036,0.2564420380539144,62,15,Medium,Low,Core / Maintenance,1,0.2655542718065617,Medium Priority,Maintain efficiently
HCP_0566,Quebec,Obstetrics/Gynecology,3.487286910114414,648,283,123,0.4346289752650176,0.5653710247349824,-0.0224605956991823,0.1202157298936284,97,74,High,High,Core / Maintenance,2,-0.5103157648505888,Low Priority,Maintain efficiently
HCP_0567,Quebec,Obstetrics/Gynecology,3.487286910114414,366,176,36,0.2045454545454545,0.7954545454545454,-0.003755360613997,0.1505656166296773,47,7,Medium,Low,Core / Maintenance,2,-0.30394811379881503,Low Priority,Maintain efficiently
HCP_0568,Quebec,Obstetrics/Gynecology,3.487286910114414,525,394,156,0.3959390862944162,0.6040609137055837,-0.0957767363066371,0.1066634635183254,19,32,Low,Low,Core / Maintenance,2,-0.576300675504642,Low Priority,Maintain efficiently
HCP_0569,Quebec,Obstetrics/Gynecology,3.487286910114414,388,270,81,0.3,0.7,-0.2149936931473902,0.1372533725016139,36,73,Medium,High,Core / Maintenance,2,-0.482000782548467,Low Priority,Maintain efficiently
HCP_0570,Quebec,Obstetrics/Gynecology,3.487286910114414,660,268,84,0.3134328358208955,0.6865671641791045,0.0223296321771664,0.1287103730789361,63,17,Medium,Low,Core / Maintenance,2,-0.25846290372170144,Low Priority,Maintain efficiently
HCP_0571,Quebec,Obstetrics/Gynecology,3.487286910114414,752,376,176,0.4680851063829787,0.5319148936170213,0.0663031308897988,0.2318070752369331,90,34,High,Medium,Core / Maintenance,4,-0.27939622222995,Low Priority,Maintain efficiently
HCP_0572,Quebec,Obstetrics/Gynecology,3.487286910114414,1343,652,134,0.205521472392638,0.7944785276073619,0.0436993917753617,0.2469410645267553,85,42,High,Medium,Core / Maintenance,1,0.7784557561627831,High Priority,Field-led opportunity development
HCP_0573,Quebec,Obstetrics/Gynecology,3.487286910114414,838,426,96,0.2253521126760563,0.7746478873239436,0.0326145725662535,0.3807315972875266,4,49,Low,Medium,Core / Maintenance,3,0.4563757458685661,Medium Priority,Maintain efficiently
HCP_0574,Quebec,Obstetrics/Gynecology,3.487286910114414,692,345,193,0.5594202898550724,0.4405797101449276,0.0551649045020465,0.118449726485533,33,2,Medium,Low,Core / Maintenance,0,-0.692332727981658,Low Priority,Maintain efficiently
HCP_0575,Quebec,Obstetrics/Gynecology,3.487286910114414,999,425,34,0.08,0.92,0.1727409765860917,0.2745864985565236,38,90,Medium,High,High-Potential Conversion,3,0.8809608029517539,High Priority,Build field relationship
HCP_0576,Quebec,Obstetrics/Gynecology,3.487286910114414,345,201,64,0.3184079601990049,0.681592039800995,0.0271464576884939,0.336040744145633,66,58,Medium,Medium,Core / Maintenance,3,-0.2595466267800212,Low Priority,Maintain efficiently
HCP_0577,Quebec,Obstetrics/Gynecology,3.487286910114414,811,562,310,0.5516014234875445,0.4483985765124555,-0.0188899092504723,0.2460845123240684,80,27,High,Low,Core / Maintenance,4,-0.3842671346972024,Low Priority,Maintain efficiently
HCP_0578,Quebec,Obstetrics/Gynecology,3.487286910114414,978,629,243,0.3863275039745628,0.6136724960254372,0.0162649418134296,0.1392512783753765,61,45,Medium,Medium,Core / Maintenance,2,-0.07369048747021216,Low Priority,Maintain efficiently
HCP_0579,Quebec,Obstetrics/Gynecology,3.487286910114414,445,298,104,0.348993288590604,0.651006711409396,0.119521611170813,0.1418925805070001,87,63,High,Medium,Core / Maintenance,0,-0.42102310598274034,Low Priority,Maintain efficiently
HCP_0580,Quebec,Obstetrics/Gynecology,3.487286910114414,1115,482,90,0.1867219917012448,0.8132780082987552,0.2194432254251899,0.0637385685748499,23,69,Low,High,Core / Maintenance,0,0.5326671622639707,High Priority,Digital-led opportunity development
HCP_0581,Quebec,Obstetrics/Gynecology,3.487286910114414,841,656,157,0.2393292682926829,0.7606707317073171,-0.0253772487003013,0.1569054792919686,2,46,Low,Medium,Core / Maintenance,2,0.0970640601765435,Medium Priority,Maintain efficiently
HCP_0582,Quebec,Obstetrics/Gynecology,3.487286910114414,646,475,246,0.5178947368421053,0.4821052631578947,0.061872054443466,0.310611287651183,70,13,High,Low,Core / Maintenance,4,-0.3619881917140312,Low Priority,Maintain efficiently
HCP_0583,Quebec,Obstetrics/Gynecology,3.487286910114414,932,673,241,0.3580980683506686,0.6419019316493313,0.0906028930323151,0.0666312150224886,88,6,High,Low,Core / Maintenance,0,-0.11803413517291556,Low Priority,Maintain efficiently
HCP_0584,Quebec,Obstetrics/Gynecology,3.487286910114414,1654,1206,402,0.3333333333333333,0.6666666666666667,-0.0691093608074587,0.1267533488766907,66,73,Medium,High,Core / Maintenance,1,0.6571640259236545,High Priority,Digital-led opportunity development
HCP_0585,Quebec,Obstetrics/Gynecology,3.487286910114414,796,615,64,0.1040650406504065,0.8959349593495936,0.0524500600655501,0.2971813744861237,78,78,High,High,Core / Maintenance,3,0.5276302254840128,High Priority,Field-led opportunity development
HCP_0586,Quebec,Obstetrics/Gynecology,3.487286910114414,815,503,30,0.0596421471172962,0.9403578528827038,-0.1258808628810513,0.3239280469880068,92,30,High,Low,Core / Maintenance,3,0.6601403090433592,High Priority,Field-led opportunity development
HCP_0587,Quebec,Obstetrics/Gynecology,3.487286910114414,636,305,177,0.580327868852459,0.419672131147541,-0.1622860364487278,0.2093614435216749,49,92,Medium,High,Core / Maintenance,4,-0.6616222028963723,Low Priority,Maintain efficiently
HCP_0588,Quebec,Obstetrics/Gynecology,3.487286910114414,555,359,92,0.2562674094707521,0.7437325905292479,0.0940095689470708,0.2943260184675271,28,80,Low,High,Core / Maintenance,3,0.05652369093128471,Medium Priority,Maintain efficiently
HCP_0589,Quebec,Obstetrics/Gynecology,3.487286910114414,999,696,266,0.382183908045977,0.617816091954023,0.003935031040306,0.1857832590292122,73,50,High,Medium,Core / Maintenance,2,0.024127765344397173,Medium Priority,Maintain efficiently
HCP_0590,Quebec,Obstetrics/Gynecology,3.487286910114414,554,385,36,0.0935064935064935,0.9064935064935064,0.0742736489145463,0.1059696357584446,31,28,Low,Low,Core / Maintenance,2,0.054362866452821734,Medium Priority,Maintain efficiently
HCP_0591,Quebec,Obstetrics/Gynecology,3.487286910114414,766,466,198,0.4248927038626609,0.5751072961373391,0.047852602758998,0.1893523227330172,86,14,High,Low,Core / Maintenance,4,-0.2710771429538777,Low Priority,Maintain efficiently
HCP_0592,Quebec,Obstetrics/Gynecology,3.487286910114414,632,270,152,0.562962962962963,0.437037037037037,-0.0671680058396556,0.2529887370711,38,89,Medium,High,Core / Maintenance,4,-0.5673814397918377,Low Priority,Maintain efficiently
HCP_0593,Quebec,Obstetrics/Gynecology,3.487286910114414,883,484,177,0.365702479338843,0.634297520661157,0.0445694837642796,0.3818186486485116,8,75,Low,High,Core / Maintenance,4,0.23775680507346159,Medium Priority,Maintain efficiently
HCP_0594,Quebec,Obstetrics/Gynecology,3.487286910114414,840,645,77,0.1193798449612403,0.8806201550387597,-0.0979721566017826,0.074062833231037,100,24,High,Low,Core / Maintenance,2,0.19698084396789917,Medium Priority,Maintain efficiently
HCP_0595,Quebec,Obstetrics/Gynecology,3.487286910114414,1074,681,252,0.3700440528634361,0.6299559471365639,0.216916682960168,0.2275879328457362,13,60,Low,Medium,Core / Maintenance,0,0.39187147157933305,Medium Priority,Maintain efficiently
HCP_0596,Quebec,Obstetrics/Gynecology,3.487286910114414,625,385,182,0.4727272727272727,0.5272727272727273,-0.1127164413831956,0.1651219223737535,67,40,High,Medium,Core / Maintenance,2,-0.5365675177628039,Low Priority,Maintain efficiently
HCP_0597,Quebec,Obstetrics/Gynecology,3.487286910114414,680,345,94,0.272463768115942,0.7275362318840579,0.0265057674837702,0.2279090929968431,63,68,Medium,High,Core / Maintenance,3,-0.013411108875035289,Low Priority,Maintain efficiently
HCP_0598,Quebec,Obstetrics/Gynecology,3.487286910114414,530,290,155,0.5344827586206896,0.4655172413793104,-0.0750725905656698,0.058391406581786,19,3,Low,Low,Core / Maintenance,2,-0.9040810802872921,Low Priority,Maintain efficiently
HCP_0599,Quebec,Obstetrics/Gynecology,3.487286910114414,639,484,197,0.4070247933884297,0.5929752066115703,0.1184505408032954,0.1595588741455534,27,56,Low,Medium,Core / Maintenance,0,-0.3182064434587526,Low Priority,Maintain efficiently
HCP_0600,Quebec,Obstetrics/Gynecology,3.487286910114414,852,568,309,0.5440140845070423,0.4559859154929577,0.0102282354462196,0.3369538516344517,13,30,Low,Low,Core / Maintenance,4,-0.19420042652013253,Low Priority,Maintain efficiently
HCP_0601,Quebec,Obstetrics/Gynecology,3.487286910114414,974,696,273,0.3922413793103448,0.6077586206896552,-0.0122400063545452,0.2438796068491231,43,2,Medium,Low,Core / Maintenance,4,0.06840093059242772,Medium Priority,Maintain efficiently
HCP_0602,Quebec,Obstetrics/Gynecology,3.487286910114414,541,315,38,0.1206349206349206,0.8793650793650793,0.1523841854061865,0.2077038724856411,97,66,High,Medium,Core / Maintenance,3,0.23896795339273164,Medium Priority,Maintain efficiently
HCP_0603,Quebec,Obstetrics/Gynecology,3.487286910114414,1013,661,146,0.2208774583963691,0.7791225416036309,0.0535316710013062,0.1499337751003688,76,89,High,High,Core / Maintenance,2,0.29729624499665885,Medium Priority,Maintain efficiently
HCP_0604,Ontario,Internal Medicine,4.589472940874459,1377,688,111,0.1613372093023256,0.8386627906976745,0.111997333512316,0.1543148829769746,94,49,High,Medium,High-Potential Conversion,1,0.8370925098331221,High Priority,Deepen field relationship
HCP_0605,Ontario,Internal Medicine,4.589472940874459,990,675,371,0.5496296296296296,0.4503703703703704,-0.0677591123820957,0.1840855017567045,96,16,High,Low,Core / Maintenance,4,-0.3014781176292768,Low Priority,Maintain efficiently
HCP_0606,Ontario,Internal Medicine,4.589472940874459,1653,944,442,0.4682203389830508,0.5317796610169492,-0.1185780332713008,0.3424497484875962,38,59,Medium,Medium,High-Value Established,1,0.7266838840297468,High Priority,Retain and deepen
HCP_0607,Ontario,Internal Medicine,4.589472940874459,654,377,159,0.4217506631299735,0.5782493368700266,0.062864955444816,0.388524622382894,27,73,Low,High,Core / Maintenance,4,-0.05561455444269103,Low Priority,Maintain efficiently
HCP_0608,Ontario,Internal Medicine,4.589472940874459,554,365,79,0.2164383561643835,0.7835616438356164,0.0117384373406322,0.2035293834726311,63,65,Medium,Medium,Core / Maintenance,2,-0.06598279393537504,Low Priority,Maintain efficiently
HCP_0609,Ontario,Internal Medicine,4.589472940874459,460,356,54,0.1516853932584269,0.848314606741573,0.1251721606944733,0.1876734935617166,88,87,High,High,Core / Maintenance,0,0.03948748639953487,Medium Priority,Maintain efficiently
HCP_0610,Ontario,Internal Medicine,4.589472940874459,1447,616,287,0.4659090909090909,0.5340909090909092,0.040410985680494,0.346292771536952,31,74,Low,High,Core / Maintenance,1,0.5386814782153518,High Priority,Digital-led opportunity development
HCP_0611,Ontario,Internal Medicine,4.589472940874459,1077,786,244,0.3104325699745547,0.6895674300254453,0.0746090407081555,0.1994168622227062,8,23,Low,Low,Core / Maintenance,0,0.29069313058593427,Medium Priority,Maintain efficiently
HCP_0612,Ontario,Internal Medicine,4.589472940874459,840,434,76,0.1751152073732718,0.8248847926267281,-0.1448059035929492,0.2432063603034779,27,98,Low,High,Core / Maintenance,2,0.346206744611149,Medium Priority,Maintain efficiently
HCP_0613,Ontario,Internal Medicine,4.589472940874459,945,546,212,0.3882783882783883,0.6117216117216118,0.2766124327537108,0.1308295826095605,94,86,High,High,Core / Maintenance,0,0.16121277334839762,Medium Priority,Maintain efficiently
HCP_0614,Ontario,Internal Medicine,4.589472940874459,578,236,17,0.0720338983050847,0.9279661016949152,0.0302909617961561,0.3102258875226763,16,31,Low,Low,Core / Maintenance,3,0.38838377429247545,Medium Priority,Maintain efficiently
HCP_0615,Ontario,Internal Medicine,4.589472940874459,2017,1050,241,0.2295238095238095,0.7704761904761905,0.1337104364407038,0.2361959113947737,86,86,High,High,Core / Maintenance,1,1.4739550069190683,High Priority,Field-led opportunity development
HCP_0616,Ontario,Internal Medicine,4.589472940874459,897,539,166,0.3079777365491651,0.6920222634508348,-0.0503310004263551,0.3331620925841196,76,97,High,High,Core / Maintenance,3,0.2865754745137562,Medium Priority,Maintain efficiently
HCP_0617,Ontario,Internal Medicine,4.589472940874459,890,376,49,0.1303191489361702,0.8696808510638298,0.0869611882660809,0.3232564555100344,54,18,Medium,Low,Emerging Opportunity,3,0.6499980996368141,High Priority,Develop engagement
HCP_0618,Ontario,Internal Medicine,4.589472940874459,1105,659,390,0.5918057663125948,0.4081942336874051,-0.1063413716229694,0.12525166889451,9,65,Low,Medium,High-Value Established,2,-0.3583809411415263,Low Priority,Retain and deepen
HCP_0619,Ontario,Internal Medicine,4.589472940874459,1014,782,129,0.1649616368286445,0.8350383631713555,0.1042481405911605,0.3004724426952168,79,59,High,Medium,High-Potential Conversion,3,0.6911065939263197,High Priority,Deepen field relationship
HCP_0620,Ontario,Internal Medicine,4.589472940874459,927,410,50,0.1219512195121951,0.8780487804878049,0.0072831098737,0.33001904278298,5,65,Low,Medium,Emerging Opportunity,3,0.6599992306403322,High Priority,Develop engagement
HCP_0621,Ontario,Internal Medicine,4.589472940874459,650,459,74,0.1612200435729847,0.8387799564270153,0.0535028604722681,0.1711375342738383,47,14,Medium,Low,Core / Maintenance,2,0.09200466933294647,Medium Priority,Maintain efficiently
HCP_0622,Ontario,Internal Medicine,4.589472940874459,1011,570,270,0.4736842105263157,0.5263157894736843,0.1337568836156117,0.1104131895157961,74,84,High,High,High-Value Established,0,-0.1406977219814829,Low Priority,Retain and deepen
HCP_0623,Ontario,Internal Medicine,4.589472940874459,1656,1096,311,0.2837591240875912,0.7162408759124088,-0.0979048373464336,0.0509212544528558,66,34,Medium,Medium,Core / Maintenance,1,0.6383493053017515,High Priority,Maintain efficiently
HCP_0624,Ontario,Internal Medicine,4.589472940874459,1372,692,250,0.361271676300578,0.6387283236994219,-0.0321390076735356,0.2078162785826018,91,68,High,High,Core / Maintenance,1,0.45517817281141215,Medium Priority,Maintain efficiently
HCP_0625,Ontario,Internal Medicine,4.589472940874459,1497,694,43,0.0619596541786743,0.9380403458213256,0.1048789137304118,0.1733514560385946,40,26,Medium,Low,High-Potential Conversion,1,1.1589754447767602,High Priority,Build field relationship
HCP_0626,Ontario,Internal Medicine,4.589472940874459,717,333,23,0.069069069069069,0.9309309309309308,0.3017865769456096,0.2442184418388931,78,87,High,High,Core / Maintenance,3,0.7422248377799958,High Priority,Field-led opportunity development
HCP_0627,Ontario,Internal Medicine,4.589472940874459,606,259,76,0.2934362934362934,0.7065637065637065,0.0334301198406221,0.115814382406075,59,6,Medium,Low,Core / Maintenance,2,-0.29220476717424465,Low Priority,Maintain efficiently
HCP_0628,Ontario,Internal Medicine,4.589472940874459,820,389,194,0.4987146529562982,0.5012853470437018,0.1209363341508719,0.3508829416832663,76,5,High,Low,Core / Maintenance,4,-0.026095989050524293,Low Priority,Maintain efficiently
HCP_0629,Ontario,Internal Medicine,4.589472940874459,874,582,312,0.5360824742268041,0.4639175257731959,0.0371634236169824,0.1402143254698384,41,32,Medium,Low,Core / Maintenance,4,-0.45344735420143084,Low Priority,Maintain efficiently
HCP_0630,Ontario,Internal Medicine,4.589472940874459,1257,946,92,0.0972515856236786,0.9027484143763214,0.2830694713707559,0.1292503617806775,80,57,High,Medium,High-Potential Conversion,0,1.013217562964116,High Priority,Deepen field relationship
HCP_0631,Ontario,Internal Medicine,4.589472940874459,474,344,119,0.3459302325581395,0.6540697674418605,-0.1596666000358306,0.2182499197695246,70,48,High,Medium,Core / Maintenance,2,-0.3639627485108706,Low Priority,Maintain efficiently
HCP_0632,Ontario,Internal Medicine,4.589472940874459,1464,987,545,0.5521783181357649,0.4478216818642351,0.0613545253603229,0.224597858310496,27,16,Low,Low,High-Value Established,1,0.23057670262381125,Medium Priority,Retain and deepen
HCP_0633,Ontario,Internal Medicine,4.589472940874459,811,360,95,0.2638888888888889,0.7361111111111112,-0.1450652840274472,0.1252798300747825,12,41,Low,Medium,Core / Maintenance,2,-0.025369663702209305,Low Priority,Maintain efficiently
HCP_0634,Ontario,Internal Medicine,4.589472940874459,738,381,193,0.5065616797900262,0.4934383202099738,-0.250788588464406,0.1451512543540705,80,93,High,High,Core / Maintenance,2,-0.5213991682229514,Low Priority,Maintain efficiently
HCP_0635,Ontario,Internal Medicine,4.589472940874459,601,315,39,0.1238095238095238,0.8761904761904762,0.0856954463741379,0.1093968337043357,14,71,Low,High,Core / Maintenance,0,0.06175084368879691,Medium Priority,Maintain efficiently
HCP_0636,Ontario,Internal Medicine,4.589472940874459,480,240,135,0.5625,0.4375,0.066739735537695,0.3014610624131084,35,39,Medium,Medium,Core / Maintenance,4,-0.6131752745225479,Low Priority,Maintain efficiently
HCP_0637,Ontario,Internal Medicine,4.589472940874459,1143,693,321,0.4632034632034632,0.5367965367965368,0.0158195674709358,0.3195311609389287,91,45,High,Medium,Core / Maintenance,4,0.2112367756466008,Medium Priority,Maintain efficiently
HCP_0638,Ontario,Internal Medicine,4.589472940874459,879,540,307,0.5685185185185185,0.4314814814814814,0.0372567091952296,0.2118149741107489,14,70,Low,High,Core / Maintenance,4,-0.40207268009037783,Low Priority,Maintain efficiently
